Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Effective To Date - Month,Effective To Date - Year
IE97795,California,No,Extended,High School or Below,2011-02-05,Employed,M,Suburban,Married,Corporate Auto,1,3,Agent,Standard,Small,2,2011
DM59629,California,No,Extended,Bachelor,2011-02-08,Employed,F,Suburban,Divorced,Personal Auto,3,3,Agent,Standard,Small,2,2011
SH48087,California,No,Extended,College,2011-01-29,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,1,2011
WG93963,California,No,Extended,College,2011-02-10,Employed,F,Suburban,Divorced,Personal Auto,1,1,Branch,Luxury,Small,2,2011
OQ88395,California,No,Basic,College,2011-02-04,Employed,M,Rural,Married,Corporate Auto,3,2,Branch,Sports,Medsize,2,2011
XH46220,California,Yes,Extended,College,2011-02-26,Employed,F,Rural,Married,Corporate Auto,2,2,Call Center,Standard,Large,2,2011
BK61065,California,Yes,Basic,Master,2011-01-13,Employed,M,Suburban,Married,Personal Auto,2,1,Branch,Standard,Small,1,2011
UD87700,California,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,Sports,Large,2,2011
CO19402,California,No,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal Auto,2,3,Agent,Sports,Medsize,1,2011
KJ29915,California,Yes,Basic,Bachelor,2011-01-21,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
JX52708,California,No,Basic,Bachelor,2011-02-14,Medical Leave,M,Suburban,Divorced,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
OT42923,California,No,Basic,High School or Below,2011-02-20,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
DL34364,California,No,Extended,High School or Below,2011-01-25,Disabled,M,Suburban,Married,Corporate Auto,1,3,Agent,Standard,Large,1,2011
WX16610,California,No,Basic,Bachelor,2011-02-20,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Standard,Medsize,2,2011
NH76558,California,No,Basic,High School or Below,2011-01-26,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Standard,Medsize,1,2011
SQ14756,California,No,Basic,Master,2011-01-29,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Standard,Medsize,1,2011
EP64069,California,No,Basic,Bachelor,2011-01-08,Employed,F,Urban,Married,Corporate Auto,3,3,Web,Standard,Medsize,1,2011
IS63817,California,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Standard,Medsize,2,2011
UC83161,California,No,Premium,High School or Below,2011-01-04,Employed,F,Rural,Married,Personal Auto,2,3,Web,Sports,Medsize,1,2011
DL45122,California,No,Extended,Bachelor,2011-02-17,Employed,M,Suburban,Married,Corporate Auto,3,2,Agent,Standard,Small,2,2011
KB90953,California,No,Extended,Bachelor,2011-02-24,Employed,F,Urban,Married,Personal Auto,2,2,Branch,Sports,Medsize,2,2011
EX72956,California,No,Basic,Bachelor,2011-01-27,Employed,F,Rural,Single,Personal Auto,2,3,Branch,Standard,Large,1,2011
YN15016,California,No,Basic,High School or Below,2011-02-26,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
GW56797,California,No,Extended,High School or Below,2011-02-06,Unemployed,M,Suburban,Single,Personal Auto,3,4,Branch,Standard,Medsize,2,2011
QR57842,California,No,Extended,College,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,1,4,Branch,Sports,Medsize,1,2011
TB53616,California,Yes,Basic,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
JN10602,California,No,Basic,Master,2011-02-12,Employed,F,Suburban,Divorced,Personal Auto,2,1,Agent,Standard,Large,2,2011
VI94769,California,Yes,Basic,Bachelor,2011-01-29,Retired,F,Suburban,Single,Personal Auto,1,1,Branch,Standard,Medsize,1,2011
BQ60673,California,No,Basic,Bachelor,2011-01-14,Employed,M,Suburban,Married,Corporate Auto,3,1,Branch,Standard,Small,1,2011
JK68578,California,No,Basic,High School or Below,2011-02-06,Employed,F,Rural,Married,Corporate Auto,2,1,Agent,Luxury,Medsize,2,2011
OI39449,California,Yes,Basic,College,2011-01-11,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Sports,Medsize,1,2011
NJ29981,California,No,Extended,High School or Below,2011-02-10,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Branch,Sports,Medsize,2,2011
ZO16199,California,No,Basic,High School or Below,2011-02-16,Disabled,F,Suburban,Married,Personal Auto,2,1,Web,Standard,Small,2,2011
HB12866,California,No,Extended,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Luxury,Large,2,2011
DQ19344,California,No,Extended,College,2011-02-24,Employed,M,Rural,Married,Personal Auto,3,4,Branch,Standard,Medsize,2,2011
GH35369,California,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
QR26617,California,No,Basic,Bachelor,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,1,2,Agent,Standard,Medsize,2,2011
QZ34525,California,No,Basic,Bachelor,2011-02-21,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
IU62399,California,No,Basic,Bachelor,2011-02-25,Employed,F,Urban,Married,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
OH23893,California,No,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Personal Auto,1,1,Branch,Sports,Medsize,2,2011
ZX83542,California,No,Basic,Master,2011-02-16,Disabled,M,Urban,Married,Corporate Auto,3,1,Call Center,Standard,Large,2,2011
CO16841,California,No,Basic,Bachelor,2011-02-16,Unemployed,F,Suburban,Single,Corporate Auto,2,2,Web,Sports,Small,2,2011
MV81355,California,Yes,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Sports,Medsize,1,2011
HU22390,California,Yes,Extended,College,2011-01-07,Employed,M,Rural,Married,Corporate Auto,3,2,Agent,Sports,Medsize,1,2011
YS74016,California,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,Sports,Large,2,2011
PU33703,California,No,Basic,College,2011-02-17,Employed,F,Suburban,Married,Personal Auto,2,2,Branch,Standard,Small,2,2011
PJ59176,California,No,Basic,High School or Below,2011-02-06,Employed,M,Rural,Married,Personal Auto,3,1,Call Center,Sports,Medsize,2,2011
ML68781,California,No,Basic,College,2011-01-21,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Standard,Medsize,1,2011
JI93499,California,No,Basic,High School or Below,2011-01-17,Unemployed,M,Suburban,Married,Corporate Auto,1,3,Agent,Standard,Medsize,1,2011
NY90858,California,No,Extended,College,2011-02-24,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
IZ76711,California,No,Extended,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Personal Auto,2,2,Branch,Sports,Medsize,2,2011
BT78461,California,No,Basic,College,2011-01-31,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Standard,Medsize,1,2011
PS68884,California,Yes,Basic,College,2011-02-12,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Sports,Medsize,2,2011
EY71439,California,No,Basic,High School or Below,2011-01-10,Unemployed,M,Suburban,Single,Corporate Auto,2,3,Call Center,Sports,Small,1,2011
TO84268,California,No,Premium,Master,2011-01-12,Employed,M,Urban,Married,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
UH93563,California,No,Basic,College,2011-02-24,Employed,M,Suburban,Married,Corporate Auto,3,3,Web,Standard,Small,2,2011
GD57363,California,No,Basic,College,2011-02-27,Employed,M,Rural,Married,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
LU36517,California,No,Premium,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,2,3,Agent,Standard,Small,1,2011
DO93657,California,No,Extended,Master,2011-01-09,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
EF41225,California,No,Extended,College,2011-02-19,Employed,F,Suburban,Married,Personal Auto,3,3,Web,Sports,Medsize,2,2011
CY97519,California,No,Basic,College,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,1,2,Branch,Standard,Small,2,2011
FO36473,California,No,Basic,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,Sports,Medsize,2,2011
OD66412,California,No,Basic,Doctor,2011-02-06,Employed,F,Rural,Married,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
IW54903,California,Yes,Basic,College,2011-01-26,Unemployed,F,Suburban,Married,Personal Auto,1,2,Agent,Standard,Medsize,1,2011
RF64040,California,No,Extended,Bachelor,2011-01-03,Unemployed,F,Rural,Married,Corporate Auto,3,1,Call Center,Sports,Medsize,1,2011
CB17191,California,No,Extended,High School or Below,2011-02-21,Employed,F,Rural,Married,Corporate Auto,2,1,Agent,Standard,Medsize,2,2011
OI39301,California,No,Basic,High School or Below,2011-02-02,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Sports,Medsize,2,2011
VY90611,California,No,Basic,Master,2011-01-27,Employed,F,Suburban,Divorced,Corporate Auto,3,2,Agent,Standard,Small,1,2011
KF96171,California,No,Premium,High School or Below,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Standard,Medsize,2,2011
IJ36435,California,No,Extended,College,2011-01-24,Unemployed,F,Urban,Married,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
GX40957,California,No,Basic,College,2011-02-22,Employed,F,Suburban,Married,Personal Auto,3,3,Call Center,Sports,Medsize,2,2011
RT36566,California,No,Basic,Bachelor,2011-01-01,Employed,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
ML38237,California,No,Basic,High School or Below,2011-01-19,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Agent,Sports,Medsize,1,2011
RR74547,California,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,3,3,Call Center,Standard,Large,2,2011
PK26805,California,No,Basic,High School or Below,2011-02-11,Employed,M,Suburban,Married,Personal Auto,2,4,Call Center,Standard,Medsize,2,2011
KS36311,California,No,Basic,College,2011-02-19,Employed,F,Suburban,Married,Personal Auto,1,2,Branch,Standard,Small,2,2011
ZZ69693,California,No,Basic,High School or Below,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Branch,Standard,Large,1,2011
FS70572,California,No,Extended,College,2011-01-10,Employed,M,Rural,Divorced,Corporate Auto,2,4,Call Center,Standard,Small,1,2011
LN87823,California,No,Basic,High School or Below,2011-01-09,Unemployed,F,Suburban,Single,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
XL81489,California,No,Premium,Bachelor,2011-02-25,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Sports,Small,2,2011
NQ32487,California,Yes,Basic,High School or Below,2011-02-25,Retired,F,Suburban,Single,Personal Auto,2,1,Agent,Sports,Medsize,2,2011
XF60649,California,No,Basic,Bachelor,2011-01-04,Unemployed,F,Suburban,Single,Personal Auto,2,1,Web,Sports,Medsize,1,2011
VA95584,California,No,Basic,Master,2011-01-20,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Small,1,2011
FN80010,California,No,Basic,Master,2011-01-03,Disabled,F,Suburban,Divorced,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
QX22025,California,No,Basic,High School or Below,2011-01-05,Employed,F,Urban,Married,Corporate Auto,1,3,Branch,Sports,Medsize,1,2011
ZU63258,California,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Sports,Medsize,1,2011
IC74050,California,No,Premium,High School or Below,2011-01-19,Disabled,F,Suburban,Married,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
JX80723,California,No,Extended,College,2011-02-04,Employed,M,Rural,Divorced,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
CT50487,California,No,Basic,High School or Below,2011-02-10,Employed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Standard,Medsize,2,2011
VT16570,California,No,Extended,College,2011-01-20,Employed,F,Rural,Divorced,Corporate Auto,2,1,Call Center,Standard,Medsize,1,2011
YW94562,California,No,Basic,College,2011-01-10,Employed,F,Suburban,Married,Personal Auto,2,1,Web,Standard,Medsize,1,2011
JG83075,California,No,Extended,College,2011-02-21,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
SZ61563,California,No,Extended,Bachelor,2011-01-21,Employed,M,Urban,Divorced,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
JO60130,California,Yes,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Standard,Large,1,2011
BG55927,California,No,Premium,College,2011-01-09,Disabled,F,Suburban,Married,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
BS53322,California,No,Basic,High School or Below,2011-01-06,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Sports,Small,1,2011
FZ13256,California,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Single,Corporate Auto,1,1,Web,Standard,Medsize,2,2011
CM38959,California,No,Basic,College,2011-01-30,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
FS38926,California,No,Extended,Bachelor,2011-02-22,Employed,F,Rural,Married,Personal Auto,2,4,Web,Luxury,Medsize,2,2011
EN31802,California,No,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Personal Auto,1,2,Web,Sports,Medsize,1,2011
TO18404,California,No,Extended,Bachelor,2011-01-22,Employed,F,Urban,Divorced,Corporate Auto,3,2,Agent,Standard,Medsize,1,2011
VQ53427,California,No,Basic,College,2011-01-14,Medical Leave,M,Suburban,Married,Corporate Auto,2,1,Web,Standard,Medsize,1,2011
OT50011,California,No,Basic,Master,2011-01-26,Medical Leave,F,Rural,Married,Personal Auto,2,2,Branch,Standard,Medsize,1,2011
OO96627,California,No,Extended,High School or Below,2011-02-11,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Standard,Small,2,2011
BN77676,California,No,Basic,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
JT64945,California,No,Basic,College,2011-02-05,Employed,F,Urban,Married,Personal Auto,2,2,Call Center,Standard,Medsize,2,2011
BO58202,California,No,Basic,Bachelor,2011-01-13,Disabled,F,Rural,Single,Personal Auto,3,1,Call Center,Standard,Medsize,1,2011
UR71715,California,No,Extended,College,2011-01-16,Unemployed,M,Suburban,Single,Personal Auto,3,4,Call Center,Standard,Small,1,2011
GM84292,California,No,Extended,Master,2011-01-13,Employed,F,Suburban,Married,Corporate Auto,1,1,Agent,Standard,Medsize,1,2011
DW20514,California,No,Basic,College,2011-01-17,Disabled,M,Suburban,Married,Personal Auto,3,1,Web,Sports,Small,1,2011
WZ45123,California,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
LW11571,California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Divorced,Personal Auto,1,2,Agent,Standard,Small,2,2011
TI48450,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Corporate Auto,3,4,Call Center,Standard,Medsize,2,2011
CZ62883,California,No,Extended,Bachelor,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,2,2,Call Center,Standard,Medsize,1,2011
BY88565,California,No,Basic,College,2011-02-23,Employed,F,Suburban,Divorced,Personal Auto,2,4,Call Center,Standard,Medsize,2,2011
EB61889,California,No,Extended,High School or Below,2011-02-28,Medical Leave,M,Suburban,Divorced,Corporate Auto,3,3,Call Center,Sports,Medsize,2,2011
GX22027,California,No,Basic,Bachelor,2011-02-04,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
BN91755,California,No,Extended,Master,2011-01-30,Employed,F,Urban,Married,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
OZ89964,California,No,Basic,High School or Below,2011-01-30,Employed,M,Suburban,Single,Personal Auto,3,3,Call Center,Sports,Small,1,2011
PV62467,California,No,Basic,College,2011-01-27,Employed,F,Rural,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
QZ71100,California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Corporate Auto,1,2,Call Center,Luxury,Medsize,2,2011
UA63517,California,No,Basic,Doctor,2011-01-27,Unemployed,F,Suburban,Married,Personal Auto,3,2,Branch,Sports,Medsize,1,2011
BD69478,California,No,Basic,College,2011-01-01,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Small,1,2011
GV41938,California,No,Premium,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Personal Auto,1,1,Call Center,Sports,Medsize,2,2011
UA73107,California,Yes,Basic,Bachelor,2011-02-17,Retired,M,Suburban,Divorced,Corporate Auto,3,2,Web,Standard,Medsize,2,2011
XU43725,California,No,Extended,College,2011-01-16,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Web,Sports,Medsize,1,2011
MT78037,California,No,Basic,High School or Below,2011-02-03,Employed,M,Suburban,Divorced,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
FH81263,California,No,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Standard,Small,2,2011
SZ94413,California,No,Extended,High School or Below,2011-02-28,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
HI48554,California,No,Basic,High School or Below,2011-01-16,Medical Leave,F,Suburban,Married,Personal Auto,2,4,Web,Standard,Small,1,2011
YR30159,California,No,Basic,College,2011-02-06,Employed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Luxury,Medsize,2,2011
EV15014,California,No,Basic,Bachelor,2011-01-25,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
BM16805,California,No,Basic,College,2011-01-25,Disabled,F,Suburban,Married,Corporate Auto,1,1,Agent,Sports,Medsize,1,2011
IB60476,California,No,Basic,Master,2011-01-25,Unemployed,M,Suburban,Married,Personal Auto,3,4,Branch,Sports,Medsize,1,2011
YC63458,California,No,Basic,Bachelor,2011-01-22,Employed,F,Rural,Married,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
VS42598,California,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,1,2,Web,Standard,Medsize,1,2011
BB65725,California,No,Basic,College,2011-02-11,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,Sports,Medsize,2,2011
UZ86963,California,No,Extended,High School or Below,2011-01-28,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Agent,Sports,Medsize,1,2011
RR39300,California,No,Extended,High School or Below,2011-02-08,Employed,F,Urban,Married,Personal Auto,2,1,Call Center,Sports,Medsize,2,2011
IU25994,California,No,Extended,College,2011-02-16,Unemployed,M,Suburban,Married,Corporate Auto,3,3,Branch,Sports,Medsize,2,2011
IO81315,California,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Personal Auto,2,3,Web,Standard,Small,2,2011
JC93010,California,Yes,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Medsize,1,2011
XO56170,California,No,Basic,High School or Below,2011-02-13,Employed,F,Urban,Divorced,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
QS65968,California,No,Basic,Master,2011-02-01,Employed,M,Suburban,Married,Personal Auto,3,4,Agent,Sports,Medsize,2,2011
PT42203,California,No,Premium,College,2011-01-25,Employed,M,Rural,Married,Corporate Auto,1,4,Web,Standard,Medsize,1,2011
SX87181,California,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Standard,Large,2,2011
RE85409,California,No,Basic,High School or Below,2011-02-21,Employed,M,Rural,Married,Personal Auto,2,3,Agent,Standard,Medsize,2,2011
YW95322,California,No,Extended,Bachelor,2011-01-23,Employed,M,Suburban,Married,Personal Auto,1,3,Agent,Standard,Small,1,2011
TL39187,California,No,Extended,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Branch,Standard,Medsize,2,2011
XP41644,California,No,Basic,High School or Below,2011-01-19,Employed,M,Urban,Single,Corporate Auto,2,3,Web,Sports,Medsize,1,2011
FZ89300,California,No,Extended,Bachelor,2011-01-31,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
ED80746,California,No,Extended,Bachelor,2011-01-17,Medical Leave,M,Suburban,Married,Corporate Auto,3,1,Branch,Standard,Small,1,2011
BD35524,California,No,Basic,Bachelor,2011-02-21,Disabled,M,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Medsize,2,2011
EW68125,California,No,Basic,Bachelor,2011-02-07,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Standard,Large,2,2011
TT86956,California,No,Basic,Master,2011-01-15,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,Standard,Large,1,2011
KA67497,California,No,Basic,High School or Below,2011-02-02,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
TM68292,California,No,Basic,Master,2011-01-06,Medical Leave,F,Suburban,Single,Personal Auto,2,4,Branch,Standard,Small,1,2011
SC23927,California,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,2,2,Agent,Sports,Medsize,2,2011
BO92934,California,No,Extended,High School or Below,2011-02-16,Disabled,M,Suburban,Married,Personal Auto,1,2,Agent,Standard,Small,2,2011
XR82418,California,Yes,Basic,Bachelor,2011-01-11,Employed,M,Rural,Married,Personal Auto,1,2,Call Center,Standard,Medsize,1,2011
XS56253,California,No,Basic,Bachelor,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
UC34044,California,No,Basic,College,2011-01-27,Employed,F,Suburban,Married,Personal Auto,1,4,Web,Standard,Small,1,2011
MU64306,California,No,Basic,College,2011-02-06,Employed,M,Rural,Married,Personal Auto,2,2,Web,Sports,Medsize,2,2011
UI33675,California,No,Basic,Bachelor,2011-01-21,Unemployed,M,Suburban,Single,Personal Auto,2,2,Branch,Standard,Medsize,1,2011
UX24010,California,No,Basic,Bachelor,2011-01-04,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Standard,Small,1,2011
GC69429,California,No,Extended,Master,2011-01-14,Unemployed,M,Suburban,Divorced,Personal Auto,2,1,Branch,Sports,Medsize,1,2011
XA27299,California,No,Extended,Bachelor,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Sports,Medsize,1,2011
MT39460,California,No,Basic,Master,2011-02-19,Employed,M,Urban,Single,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
NM33351,California,No,Extended,Bachelor,2011-02-26,Employed,F,Rural,Divorced,Corporate Auto,3,1,Agent,Standard,Small,2,2011
IR29181,California,No,Premium,High School or Below,2011-02-14,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Standard,Small,2,2011
TE79454,California,No,Extended,Bachelor,2011-01-08,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Luxury,Medsize,1,2011
US34108,California,No,Basic,Bachelor,2011-02-19,Employed,F,Suburban,Married,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
LG45849,California,No,Premium,Doctor,2011-01-19,Employed,M,Suburban,Married,Personal Auto,2,4,Call Center,Standard,Small,1,2011
FI25204,California,No,Extended,Master,2011-02-16,Employed,F,Urban,Single,Corporate Auto,3,2,Branch,Standard,Medsize,2,2011
YM24620,California,No,Basic,Master,2011-01-04,Employed,M,Suburban,Married,Personal Auto,2,3,Agent,Sports,Small,1,2011
UG49494,California,No,Basic,High School or Below,2011-01-13,Employed,F,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,1,2011
VM77872,California,No,Premium,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Branch,Standard,Large,1,2011
EY49684,California,No,Basic,Bachelor,2011-02-25,Unemployed,F,Rural,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
XB70333,California,No,Premium,High School or Below,2011-01-17,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
BC75105,California,No,Extended,College,2011-01-23,Employed,M,Urban,Divorced,Personal Auto,3,3,Agent,Standard,Medsize,1,2011
BR22486,California,No,Basic,College,2011-02-27,Employed,F,Suburban,Single,Personal Auto,2,3,Agent,Standard,Medsize,2,2011
JT27173,California,No,Basic,College,2011-01-17,Employed,M,Urban,Married,Corporate Auto,2,1,Agent,Sports,Medsize,1,2011
AT31367,California,Yes,Extended,College,2011-02-16,Retired,F,Suburban,Divorced,Corporate Auto,2,1,Branch,Standard,Medsize,2,2011
EW17514,California,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
QJ31447,California,No,Basic,Master,2011-02-07,Employed,M,Suburban,Married,Personal Auto,1,2,Web,Standard,Medsize,2,2011
BC85847,California,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate Auto,1,1,Call Center,Standard,Small,1,2011
FP53421,California,No,Basic,High School or Below,2011-01-19,Retired,M,Suburban,Divorced,Personal Auto,3,4,Branch,Standard,Medsize,1,2011
ZF54421,California,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal Auto,2,2,Branch,Standard,Small,1,2011
EG81847,California,No,Extended,High School or Below,2011-01-29,Employed,F,Suburban,Single,Personal Auto,1,1,Call Center,Sports,Medsize,1,2011
SE21603,California,No,Basic,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Standard,Medsize,1,2011
RA47157,California,No,Extended,High School or Below,2011-02-18,Employed,M,Urban,Married,Corporate Auto,2,4,Agent,Standard,Medsize,2,2011
ZA45956,California,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Divorced,Personal Auto,2,1,Web,Sports,Medsize,2,2011
PB93081,California,No,Premium,High School or Below,2011-02-10,Employed,M,Rural,Married,Corporate Auto,3,4,Branch,Sports,Small,2,2011
ZE49470,California,No,Basic,Master,2011-01-28,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Sports,Large,1,2011
QW72605,California,No,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Sports,Large,1,2011
MG53211,California,No,Extended,College,2011-01-08,Employed,F,Urban,Single,Personal Auto,3,3,Branch,Standard,Medsize,1,2011
YB49540,California,No,Basic,College,2011-01-19,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Standard,Medsize,1,2011
FY77803,California,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Standard,Medsize,1,2011
KX64629,California,No,Basic,College,2011-01-18,Unemployed,F,Suburban,Single,Personal Auto,3,4,Call Center,Standard,Medsize,1,2011
IN28584,California,No,Extended,Bachelor,2011-01-02,Employed,F,Rural,Married,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
FP66891,California,No,Basic,Bachelor,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Standard,Large,1,2011
TT97465,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
